No,개방자치단체코드,관리번호,인허가일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,전화번호,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,좌표정보(X),좌표정보(Y),판매점영업면적,경도,위도
26,3020000,PHMH320123020033087500064,20121114,1,영업/정상,13,영업중,,,,서울특별시 용산구 한남대로21길 18 (한남동),4401,GS25한남중앙,2.01308E+13,I,59:59.0,200476.2804,447983.1332,,127.006145445296,37.5339880571898
27,3020000,PHMH320123020033087500066,20121115,1,영업/정상,13,영업중,,,,서울특별시 용산구 청파로43길 70 (청파동3가),4313,씨유숙대도서관점,2.01308E+13,I,59:59.0,196996.7917,449101.1753,,126.966804742229,37.5441825158906
28,3020000,PHMH320123020033087500068,20121115,1,영업/정상,13,영업중,,,,서울특별시 용산구 신흥로20길 1 (용산동2가),4328,미니스톱남산소월점,2.01308E+13,I,59:59.0,198610.4036,449295.8123,,126.985097370878,37.5459086634884
29,3020000,PHMH320123020033087500074,20121115,1,영업/정상,13,영업중,,,,서울특별시 용산구 보광로59길 36 (이태원동),4391,씨유이태원점,2.01308E+13,I,59:59.0,199223.8155,447968.0359,,126.991992787036,37.5339258606168
30,3020000,PHMH320123020033087500078,20121115,1,영업/정상,13,영업중,,,,서울특별시 용산구 보광로 126 (이태원동),4406,씨유이태원해밀턴점,2.01309E+13,I,59:59.0,199419.4677,447976.9355,,126.994219088553,37.534016538366
31,3020000,PHMH320123020033087500079,20121115,1,영업/정상,13,영업중,,,,서울특별시 용산구 이촌로 196 (이촌동),4427,세븐일레븐 동부이촌본점,2.01309E+13,I,59:59.0,197177.4731,446543.2162,,126.968841509278,37.5211599989913
32,3020000,PHMH320123020033087500081,20121115,1,영업/정상,13,영업중,,140872,서울특별시 용산구 한강로2가 88번지,서울특별시 용산구 한강대로48길 17-5 (한강로2가),4382,GS25삼각지점,2.01309E+13,I,59:59.0,197423.3886,447712.3759,,126.971639058855,37.5316563601328
33,3020000,PHMH320123020033087500085,20121116,1,영업/정상,13,영업중,,,,서울특별시 용산구 서빙고로51길 64 (서빙고동),4384,(주)코리아세븐서빙고점,2.01309E+13,I,59:59.0,199162.134,446755.6685,,126.991189227031,37.5231928747826
34,3020000,PHMH320123020033087500087,20121116,1,영업/정상,13,영업중,711-0998,,,서울특별시 용산구 한강대로 283 (갈월동),4321,(주)코리아세븐 숙대역점,2.01309E+13,I,59:59.0,197450.8325,449012.5184,,126.971958470342,37.5434395275265
35,3020000,PHMH320123020033087500089,20121116,1,영업/정상,13,영업중,,,,서울특별시 용산구 백범로 90-26 (문배동),4368,(주)코리아세븐 용산아크로타워점,2.01508E+13,I,59:59.0,,,,126.957071177669,37.5408313814023
36,3020000,PHMH320123020033087500090,20121116,1,영업/정상,13,영업중,,140826,서울특별시 용산구 보광동 448번지,서울특별시 용산구 장문로 104 상가동동 102.103호 (보광동),4416,(주)코리아세븐 보광점,2.0191E+13,U,40:00.0,200093.9477,447069.047,,127.001223461678,37.5261042365334
37,3020000,PHMH320123020033087500091,20121116,1,영업/정상,13,영업중,,,,서울특별시 용산구 효창원로 18 (산천동),4360,(주)(코리아세븐 산천점,2.01309E+13,I,59:59.0,195661.1207,448019.4434,,126.951693011199,37.5344520125158
38,3020000,PHMH320123020033087500092,20121116,1,영업/정상,13,영업중,,,,서울특별시 용산구 백범로 341 (원효로1가),4315,(주)코리아세븐 용산리첸시아점,2.01309E+13,I,59:59.0,197101.1275,448437.0679,,126.96797332243,37.5379392661183
39,3020000,PHMH320123020033087500093,20121116,1,영업/정상,13,영업중,,,,서울특별시 용산구 이촌로 248 (이촌동),4426,(주)코리아세븐 이촌2호점,2.0191E+13,U,40:00.0,197722.571,446423.9531,,126.971994920515,37.5185027067335
40,3020000,PHMH320123020033087500094,20121116,1,영업/정상,13,영업중,,,,서울특별시 용산구 녹사평대로26길 30 (이태원동),4392,(주)코리아세븐 이태원점,2.01309E+13,I,59:59.0,199201.2635,447653.6156,,126.99174506675,37.531129430331
41,3020000,PHMH320123020033087500095,20121116,1,영업/정상,13,영업중,,,,서울특별시 용산구 우사단로 46 (이태원동),4405,(주)코리아세븐 이태원2호,2.01309E+13,I,59:59.0,199562.7555,447997.6618,,126.995832177098,37.534196856266
42,3020000,PHMH320123020033087500096,20121116,1,영업/정상,13,영업중,,,,서울특별시 용산구 대사관로19길 7 (한남동),4401,(주)코리아세븐 한남3호점,2.01309E+13,I,59:59.0,200249.9247,447955.7034,,127.003636568592,37.5338367473346
43,3020000,PHMH320123020033087500102,20121121,1,영업/정상,13,영업중,,,,서울특별시 용산구 임정로 111 (효창동),4311,GS25 효창점,2.01612E+13,I,59:59.0,196681.6943,449398.8035,,126.963209582332,37.5467948325877
44,3020000,PHMH320123020033087500106,20121126,1,영업/정상,13,영업중,,,,서울특별시 용산구 새창로 213 (원효로2가),4364,씨유 용산역점,2.01508E+13,I,59:59.0,197043.0706,447583.7356,,126.967263813477,37.5304728786701
45,3020000,PHMH320123020033087500107,20121128,1,영업/정상,13,영업중,,,,서울특별시 용산구 원효로53가길 8 (원효로2가),4364,미니스톱 원효로점,2.01508E+13,I,59:59.0,,,,126.962435568596,37.5374319642537
46,3020000,PHMH320123020033087500108,20121130,1,영업/정상,13,영업중,,,,서울특별시 용산구 청파로47길 35 (청파동2가),4313,바이더웨이 숙대사랑,2.01309E+13,I,59:59.0,197144.1323,449154.1759,,126.968483103035,37.5446566212413
47,3020000,PHMH320123020033087500109,20121130,1,영업/정상,13,영업중,,,,서울특별시 용산구 한강대로 128 (한강로2가),4382,GS25 용산행복점,2.01504E+13,I,59:59.0,197261.8508,447617.3364,,126.969807336009,37.5307986266203
48,3020000,PHMH320123020033087500112,20121206,1,영업/정상,13,영업중,,,,서울특별시 용산구 청파로47길 1 (청파동3가),4313,세븐일레븐 용산숙대점,2.01309E+13,I,59:59.0,197299.621,449164.133,,126.970302784475,37.544759439879
49,3020000,PHMH320123020033087500113,20121211,1,영업/정상,13,영업중,,,,서울특별시 용산구 이태원로19길 10 (이태원동),4350,씨유 이태원탑점,2.01309E+13,I,59:59.0,199220.2146,448064.225,,126.991934984272,37.5349384613935
50,3020000,PHMH320123020033087500115,20121218,1,영업/정상,13,영업중,,,,서울특별시 용산구 우사단로 3 (보광동),4406,한가람마트,2.01309E+13,I,59:59.0,199634.2676,447607.2354,,126.996648718045,37.5306940776547
51,3020000,PHMH320133020033087500002,20130108,1,영업/정상,13,영업중,,,,서울특별시 용산구 이촌로 274 (이촌동),4426,GS25 이촌제일점,2.01309E+13,I,59:59.0,197906.6062,446270.3767,,126.977109856799,37.5186989728447
52,3020000,PHMH320133020033087500004,20130111,1,영업/정상,13,영업중,,,,서울특별시 용산구 이태원로 185 (이태원동),4350,GS25 이태원점,2.01309E+13,I,59:59.0,199451.1796,448052.4759,,126.994596302356,37.5347257148824
53,3020000,PHMH320133020033087500006,20130122,1,영업/정상,13,영업중,,,,서울특별시 용산구 원효로 73 (원효로4가),4362,씨유 용산원효로점,2.01309E+13,I,59:59.0,195698.9263,447835.9904,,126.952131930653,37.5327628451188
54,3020000,PHMH320133020033087500009,20130125,1,영업/정상,13,영업중,,,,서울특별시 용산구 원효로 255 (원효로1가),4314,GS25 원효로점,2.01309E+13,I,59:59.0,197184.3058,448684.3292,,126.968936180746,37.540428984352
55,3020000,PHMH320133020033087500012,20130228,1,영업/정상,13,영업중,,,,서울특별시 용산구 서빙고로 67 107호 (용산동5가),4385,(주)코리아세븐 용산파크타워점,2.01309E+13,I,59:59.0,197338.9151,446893.4844,,126.971460817244,37.5240346278196
56,3020000,PHMH320133020033087500014,20130417,1,영업/정상,13,영업중,,,,서울특별시 용산구 청파로 247 1층 (청파동3가),4313,씨유 청파선린점,2.01309E+13,I,59:59.0,197317.2978,448822.9268,,126.970402784447,37.5417256737694
57,3020000,PHMH320133020033087500015,20130419,1,영업/정상,13,영업중,,,,서울특별시 용산구 효창원로 17 102~104호 (산천동 리버힐삼성아파트),4358,GS25산천리버힐,2.02008E+13,U,03:00.0,195563.5351,448111.8862,,126.949091397663,37.5349964883458
58,3020000,PHMH320133020033087500016,20130507,1,영업/정상,13,영업중,,,,서울특별시 용산구 삼개로 60 102102호 (청암동),4359,씨유 용산자이점,2.0191E+13,U,40:00.0,195266.3624,448085.6595,,126.946404222174,37.5353388735454
59,3020000,PHMH320133020033087500017,20130508,1,영업/정상,13,영업중,,,,서울특별시 용산구 보광로24길 18 2층 (보광동),4415,씨유 보광중앙점,2.01309E+13,I,59:59.0,199931.1148,447369.8463,,127.00001221311,37.5285868506564
60,3020000,PHMH320133020033087500021,20131025,1,영업/정상,13,영업중,02-749-4634,,서울특별시 용산구 용산동2가 39번지 16호,서울특별시 용산구 신흥로7길 1 (용산동2가),4338,씨유 용산해방촌점,2.01508E+13,I,59:59.0,198796.525,448851.8589,,126.987180707415,37.5419236651559
61,3020000,PHMH320143020033087500002,20140319,1,영업/정상,13,영업중,796-3744,140031,서울특별시 용산구 이촌동 301번지 151호,서울특별시 용산구 이촌로 245 (이촌동),4423,세븐일레븐 이촌점,2.01403E+13,I,59:59.0,197646.3889,446420.7593,72.7,126.974426245358,37.5199477851261
62,3020000,PHMH320143020033087500003,20140327,1,영업/정상,13,영업중,702-7773,140848,서울특별시 용산구 원효로3가 51번지 7호,서울특별시 용산구 원효로 154 (원효로3가),4366,CU 원효대로점,2.01403E+13,I,59:59.0,196427.0861,448029.2606,132.2,126.960422637302,37.5344257924791
63,3020000,PHMH320143020033087500005,20140428,1,영업/정상,13,영업중,02-755-4043,140170,서울특별시 용산구 동자동 45번지 센트레빌아스테리움 제비동 101호,서울특별시 용산구 한강대로 372 (동자동),4323,씨유 용산아스테리움점,2.01404E+13,I,59:59.0,197563.0698,449934.1578,80.94,126.973600731263,37.5516671675301
64,3020000,PHMH320143020033087500006,20140428,1,영업/정상,13,영업중,02-3785-0964,140857,서울특별시 용산구 이태원동 243번지 39호,서울특별시 용산구 회나무로44가길 2 (이태원동),4346,씨유 이태원하얏트점,2.01404E+13,I,59:59.0,199503.4939,448566.3398,82,126.995170145367,37.5393227205844
65,3020000,PHMH320143020033087500010,20140530,1,영업/정상,13,영업중,757-0324,140901,서울특별시 용산구 후암동 244번지 135호,서울특별시 용산구 후암로28길 49 (후암동),4330,씨유 후암제일점,2.0191E+13,U,40:00.0,198161.6768,449685.3173,42,126.979976811031,37.5494059942669
66,3020000,PHMH320143020033087500011,20140630,1,영업/정상,13,영업중,749-1246,140893,서울특별시 용산구 한남동 738번지 17호,서울특별시 용산구 이태원로 235 (한남동),4348,GS25 이태원제일점,2.01406E+13,I,59:59.0,199884.2488,448210.4266,,126.999487817346,37.5361391373293
67,3020000,PHMH320143020033087500013,20140717,1,영업/정상,13,영업중,15779621,140723,서울특별시 용산구 이촌동 301번지 160호 21동 104호-나 105-가호,서울특별시 용산구 이촌로 303 (이촌동),4424,미니스톱 동부이촌점,2.01407E+13,I,59:59.0,198236.2964,446262.5441,110,126.97951342344,37.5183523827614
68,3020000,PHMH320143020033087500018,20141028,1,영업/정상,13,영업중,02-711-8373,,,서울특별시 용산구 효창원로69길 15 1층 (효창동),4318,GS25 효창행복점,2.0141E+13,I,59:59.0,196506.0633,448846.4248,128.9,126.961261223085,37.5418555772294
69,3020000,PHMH320143020033087500019,20141029,1,영업/정상,13,영업중,,140823,서울특별시 용산구 보광동 259번지 1호,서울특별시 용산구 보광로 46 (보광동),4414,지에스25용산보광점,2.01704E+13,I,59:59.0,199860.8198,447348.1009,33,126.999196318591,37.5283163226322
70,3020000,PHMH320143020033087500020,20141030,1,영업/정상,13,영업중,,,,서울특별시 용산구 한강대로 401 (동자동),4320,지에스25서울역점,2.0141E+13,I,59:59.0,197484.8769,450194.4956,,126.972317514215,37.5540286516505
71,3020000,PHMH320143020033087500021,20141103,1,영업/정상,13,영업중,,140851,서울특별시 용산구 원효로4가 142번지 1호,서울특별시 용산구 원효로 55 (원효로4가),4360,세븐일레븐 용산원효점,2.01411E+13,I,59:59.0,195556.8539,447925.9082,49.5,126.950484242328,37.5335563101441
72,3020000,PHMH320143020033087500022,20141103,1,영업/정상,13,영업중,,,,서울특별시 용산구 한강대로23길 55 (한강로3가 용산민자역사),4377,(주)코리아세븐 용산아이파크몰점,2.01511E+13,I,59:59.0,196762.0774,447480.0396,49.5,126.96474137477,37.529771938775
73,3020000,PHMH320143020033087500023,20141121,1,영업/정상,13,영업중,,140901,서울특별시 용산구 후암동 194번지 8호,서울특별시 용산구 후암로 1 (후암동),4335,씨유 후암아리랑점,2.01411E+13,I,59:59.0,198009.2236,449311.9202,89.3,126.978284268713,37.5460680409402
74,3020000,PHMH320143020033087500024,20141121,1,영업/정상,13,영업중,,140230,서울특별시 용산구 동빙고동 7번지 22호,서울특별시 용산구 장문로 14 (동빙고동),4393,(주)코리아세븐 캐피탈점,2.01411E+13,I,59:59.0,199237.4315,447381.501,49.5,126.99216982501,37.5286818311817
75,3020000,PHMH320143020033087500026,20141211,1,영업/정상,13,영업중,,140857,서울특별시 용산구 이태원동 212번지 24호,서울특별시 용산구 회나무로26길 3 (이태원동),4346,(주)코리아세븐이태원중앙점,2.01412E+13,I,59:59.0,199195.2729,448582.5228,49.5,126.991670631301,37.5394914034804
76,3020000,PHMH320143020033087500027,20141215,1,영업/정상,13,영업중,02-318-3278,,,서울특별시 용산구 한강대로 306 (갈월동),4334,씨유숙대입구점,2.01412E+13,I,59:59.0,197475.2397,449256.4596,99,126.971876707566,37.5452013009972
77,3020000,PHMH320143020033087500028,20141230,1,영업/정상,13,영업중,,,,서울특별시 용산구 효창원로 150 (효창동),4317,(주)코리아세븐효창공원점,2.01412E+13,I,59:59.0,196596.439,448791.7623,49.5,126.962284871312,37.5413735140379
78,3020000,PHMH320153020033087500001,20150114,1,영업/정상,13,영업중,,140871,서울특별시 용산구 한강로2가 2번지 11호,서울특별시 용산구 한강대로43길 13 (한강로2가),4376,씨유용산한강로점,2.01802E+13,I,59:59.0,197197.3031,447701.9273,,126.969146187012,37.5315629773447
79,3020000,PHMH320153020033087500002,20150116,1,영업/정상,13,영업중,,140909,서울특별시 용산구 이촌동 206번지 27호,서울특별시 용산구 이촌로14길 11-6 (이촌동),4374,365플러스서부이촌점,2.01501E+13,I,59:59.0,195892.743,447202.5266,,126.954323179697,37.5270686076844
80,3020000,PHMH320153020033087500003,20150204,1,영업/정상,13,영업중,,140170,서울특별시 용산구 동자동 45번지,서울특별시 용산구 한강대로 372 (동자동),4323,지에스25동자플래티넘점,2.01502E+13,I,59:59.0,197563.0698,449934.1578,54.5,126.973600731263,37.5516671675301
81,3020000,PHMH320153020033087500004,20150212,1,영업/정상,13,영업중,,140100,서울특별시 용산구 문배동 40번지 39호,서울특별시 용산구 청파로 205-26 (문배동),4315,코리아세븐용산이안점,2.01502E+13,I,59:59.0,197261.3897,448510.8173,,126.969811774274,37.5388657406681
82,3020000,PHMH320153020033087500006,20150212,1,영업/정상,13,영업중,27020761,140060,서울특별시 용산구 한강로1가 231번지 6호,서울특별시 용산구 한강대로62길 48 (한강로1가),4382,씨유용산신창점,2.01502E+13,I,59:59.0,197578.1414,447844.9602,,126.973392845094,37.5328370326058
83,3020000,PHMH320153020033087500007,20150212,1,영업/정상,13,영업중,02-792-3801,140201,서울특별시 용산구 이태원동 226번지 3호,서울특별시 용산구 회나무로26길 12 103호 (이태원동),4345,지에스25이태원노블,2.01502E+13,I,59:59.0,199155.5107,448589.3842,132,126.991277523085,37.5395595653401
84,3020000,PHMH320153020033087500008,20150227,1,영업/정상,13,영업중,070-4244-5118,140133,서울특별시 용산구 청파동3가 24번지 4호,서울특별시 용산구 청파로 275 (청파동3가),4313,지에스25용산청파점,2.01503E+13,I,59:59.0,197321.0657,449090.4016,,126.970473241012,37.5440683282453
85,3020000,PHMH320153020033087500012,20150511,1,영업/정상,13,영업중,070-4202-6494,140201,서울특별시 용산구 이태원동 455번지 52호,서울특별시 용산구 녹사평대로40길 55 (이태원동),4351,지에스25이태원힐점,2.01708E+13,I,59:59.0,198942.3886,448023.2095,,126.98880962898,37.5344202167002
86,3020000,PHMH320153020033087500017,20150720,1,영업/정상,13,영업중,,140190,서울특별시 용산구 후암동 43번지 14호,서울특별시 용산구 두텁바위로 147 (후암동),4330,지에스25용산후암,2.01507E+13,I,59:59.0,198238.8358,449921.1825,49,126.980838637535,37.5515449030427
87,3020000,PHMH320153020033087500018,20150723,1,영업/정상,13,영업중,797-5008,140201,서울특별시 용산구 이태원동 137번지 62호,서울특별시 용산구 우사단로10길 23 (이태원동),4405,지에스25이태원본점,2.0191E+13,U,40:00.0,199659.0578,447896.5981,115.7,126.996938904686,37.5333036486653
88,3020000,PHMH320153020033087500019,20150804,1,영업/정상,13,영업중,02-795-2411,,서울특별시 용산구 이태원동 187번지,서울특별시 용산구 녹사평대로40다길 30 (이태원동),4351,씨유이태원1동점,2.01508E+13,I,59:59.0,199029.3434,448144.2772,89,126.989800189397,37.5355343351661
89,3020000,PHMH320153020033087500020,20150904,1,영업/정상,13,영업중,070-4114-4736,,서울특별시 용산구 후암동 244번지 71호,서울특별시 용산구 후암로 42-2 (후암동),4331,씨유후암좋아요점,2.01509E+13,I,59:59.0,197950.438,449726.556,82.5,126.977562662384,37.5498088764026
90,3020000,PHMH320153020033087500023,20150925,1,영업/정상,13,영업중,,,,서울특별시 용산구 독서당로 22 (한남동),4410,지에스25 한남역점,2.01509E+13,I,59:59.0,200614.3199,447561.559,,127.007801167764,37.5301620557349
91,3020000,PHMH320153020033087500024,20151012,1,영업/정상,13,영업중,,,,서울특별시 용산구 후암로 29 (후암동 은전탕),4332,(주)코리아세븐 용산후암진흥점,2.0151E+13,I,59:59.0,197947.2219,449587.4035,49.5,126.977559353136,37.5485604928249
92,3020000,PHMH320153020033087500026,20151111,1,영업/정상,13,영업중,,,,서울특별시 용산구 한강대로40길 5 (한강로2가 선우약국),4382,세븐일레븐 신용산점,2.01511E+13,I,59:59.0,197241.8308,447570.1345,36,126.969614866923,37.5304079276605
93,3020000,PHMH320153020033087500031,20151203,1,영업/정상,13,영업중,,,,서울특별시 용산구 이촌로 1 (한강로3가 GS한강에클라트),4373,세븐일레븐 원효점,2.01512E+13,I,59:59.0,196005.8364,447699.7588,47.08,126.955347145189,37.5313851300661
94,3020000,PHMH320153020033087500032,20151214,1,영업/정상,13,영업중,,,,서울특별시 용산구 이태원로54길 11 (한남동),4399,씨유 용산한강진,2.01911E+13,U,40:00.0,200121.3543,448406.8413,72,127.00208811808,37.5378717123763
95,3020000,PHMH320153020033087500033,20151214,1,영업/정상,13,영업중,27953803,,,서울특별시 용산구 회나무로 17 (이태원동),4343,지에스25 경리단길점,2.01512E+13,I,59:59.0,198935.6067,448544.6504,42,126.988773077724,37.5391509831815
96,3020000,PHMH320153020033087500034,20151217,1,영업/정상,13,영업중,27156216,,,서울특별시 용산구 청파로43길 23 (청파동3가),4313,GS25 숙대제일점,2.01512E+13,I,59:59.0,197221.5141,449024.8215,79.34,126.969366440853,37.5435056945049
97,3020000,PHMH320153020033087500035,20151221,1,영업/정상,13,영업중,,,,서울특별시 용산구 우사단로2가길 6 (보광동),4413,365플러스 용산보광점,2.01806E+13,I,59:59.0,199881.3034,447502.6107,40,126.999452616179,37.5297629995693
98,3020000,PHMH320163020033087500001,20160112,1,영업/정상,13,영업중,02-707-1054,,,서울특별시 용산구 한강대로 270 (남영동),4352,씨유 용산고리점,2.01601E+13,I,59:59.0,197557.4309,448906.2956,145,126.973036222244,37.5423999476456
99,3020000,PHMH320163020033087500003,20160204,1,영업/정상,13,영업중,02-790-8168,,,서울특별시 용산구 이태원로 211 (한남동 한남빌딩),4349,(주)코리아세븐 관광특구점,2.01602E+13,I,59:59.0,199678.6851,448086.5646,49.5,126.997274229801,37.5349871805049
100,3020000,PHMH320163020033087500004,20160310,1,영업/정상,13,영업중,02-795-2354,,서울특별시 용산구 한남동 72번지 1호,서울특별시 용산구 한남대로 60 1층 제디-115호 116호 (한남동 금호리첸시아),4419,CU한남리첸시아점,2.01603E+13,I,59:59.0,200628.5547,448024.7205,34,127.007872668527,37.5344606361039
101,3020000,PHMH320163020033087500005,20160325,1,영업/정상,13,영업중,02-792-5386,,,서울특별시 용산구 대사관로30가길 30 1층 (한남동),4402,씨유 한남샘물,2.01603E+13,I,59:59.0,200286.1395,447749.412,62.07,127.004040826887,37.5319726454123
102,3020000,PHMH320163020033087500006,20160328,1,영업/정상,13,영업중,02-749-9143,,,서울특별시 용산구 보광로 95 1층 (이태원동),4392,(주)코리아세븐 이태원청화점,2.0191E+13,U,40:00.0,199480.9727,447678.4199,49.5,126.99495278823,37.5313763719645
103,3020000,PHMH320163020033087500007,20160401,1,영업/정상,13,영업중,02-701-6569,,,서울특별시 용산구 새창로14길 17 (용문동),4356,(주)코리아세븐 용문제일점,2.0191E+13,U,40:00.0,196296.9199,448499.6563,49.5,126.958949682646,37.5387500428794
